date,next_trading_day,speaker,Positive,Negative,Polarity,LM_pos_rate,LM_neg_rate,LM_net_polarity_per_token,fomc_hawk,fomc_dove,fomc_neutral,finbert_score,topic_confidence,topic_prob_6,topic_prob_0,topic_prob_1,topic_prob_4,topic_prob_3,topic_prob_2,topic_prob_5,topic_prob_14,topic_prob_15,topic_prob_10,unemployment,fed interest rate,day_of_week,month,year,pre_crisis,crisis,post_crisis,is_chair,is_vice_chair,n_tokens,finbert_label_encoded,target_SP500_1d,target_SP500_5d,target_RSL_1d,target_RSL_5d,target_DJIA_1d,target_DJIA_5d,target_NDQ_1d,target_NDQ_5d,class_SP500_1d,class_SP500_5d,class_RSL_1d,class_RSL_5d,class_DJIA_1d,class_DJIA_5d,class_NDQ_1d,class_NDQ_5d
1996-10-11,1996-10-14,Governor Lawrence B. Lindsey,82,120,-0.1881188109499068,0.0402552773686794,0.0589101620029455,-0.018654884634266,0.0068644313141703,0.007697582244873,0.9854379892349244,0.8738307356834412,0.1262264320402004,0.0200643881151677,0.5748751179877933,0.014290007666437,0.0166457445485148,0.0173196115802557,0.0111620250210621,0.0260105372027867,0.0182471416363551,0.0235567271317135,0.0245201349456634,5.2,5.24,4.0,10.0,1996.0,1,0,0,0,0,2037,0,-0.0008685881603577,0.0134559263207154,-0.0013787001924818,0.0089689253712153,0.004002677359237,-0.0333034900228363,2.8681276862464184e-05,-0.008309438098809,Neutral,Bullish,Neutral,Neutral,Neutral,Bearish,Neutral,Neutral
1996-10-09,1996-10-10,Governor Lawrence B. Lindsey,56,92,-0.2432432415997078,0.0388888888888888,0.0638888888888888,-0.025,0.0001291571825277,0.0001390269899275,0.9997318387031556,0.8193597197532654,1.0,2.724872036191836e-308,3.266714091294786e-308,1.0,4.0008994764200575e-308,5.34437574504346e-308,3.7582574850880487e-308,2.6613729524502523e-308,3.2973732745829607e-308,2.399834616714865e-308,2.450317640690139e-308,5.2,5.24,2.0,10.0,1996.0,1,0,0,0,0,1440,0,0.0080568423378777,0.0232249137915396,0.00870990616397,0.0178229584139171,0.0188970671788776,0.0058021736098651,0.003606046466585,0.0045003389472386,Bullish,Bullish,Bullish,Bullish,Bullish,Neutral,Neutral,Neutral
1996-10-07,1996-10-08,Chairman Alan Greenspan,17,16,0.0303030293847566,0.0337972166998011,0.0318091451292246,0.0019880715705765,0.0268789120018482,0.0008993522496894,0.9722217321395874,0.8388882875442505,0.0824850197771049,0.0123538166658367,0.0099745465710677,0.0058125180535987,0.0156227787712259,0.006837560869071,0.0066146467627163,0.0082372835410032,0.0137221662111667,0.0079010616138971,0.0091951320945036,5.2,5.24,0.0,10.0,1996.0,1,0,0,1,0,503,0,-0.0060585379066763,0.0063702414372568,-0.0055663740758789,0.002754613832254,0.0009691207028491,0.0289947787406681,-0.0036273010743354,0.0047501856392368,Bearish,Neutral,Neutral,Neutral,Neutral,Bullish,Neutral,Neutral
1996-10-05,1996-10-07,Chairman Alan Greenspan,41,66,-0.2336448576294873,0.0372050816696914,0.0598911070780399,-0.0226860254083484,0.0013801164459437,0.0003853386151604,0.9982345104217528,0.8457785844802856,0.3101726604026413,0.0195172142319502,0.0193426615427319,0.041163821199388,0.0820041428438707,0.0234558347294246,0.1744243697323352,0.0223658526132332,0.0245602181183134,0.0164860034477819,0.0200313627501237,5.2,5.24,5.0,10.0,1996.0,1,0,0,1,0,1102,0,-0.0021806778032622,0.005048645543994,-0.0038388433814901,0.0002842880601704,-0.0151408396471704,0.0093747324095782,-0.0042140907527701,0.0004873819174922,Neutral,Neutral,Neutral,Neutral,Bearish,Neutral,Neutral,Neutral
1996-10-02,1996-10-03,Governor Lawrence B. Lindsey,32,35,-0.0447761187346847,0.0350109409190372,0.0382932166301969,-0.0032822757111597,0.0001658574037719,0.0001451524731237,0.999688982963562,0.9126042127609252,1.0,0.0174885999878352,0.0201298085275727,0.1326823651893217,0.0260540763906552,0.0292695073411268,0.0269991925246881,0.017125703481082,0.0213279246981559,0.0152996296148984,0.0157427867527218,5.2,5.24,2.0,10.0,1996.0,1,0,0,0,0,914,0,0.0101148292367451,-0.0018844527667514,0.0125292189565436,0.0026414676770414,0.0213108992519235,0.0109783295970569,0.0059324893921443,-0.0017278412706224,Bullish,Neutral,Bullish,Neutral,Bullish,Neutral,Neutral,Neutral
1996-09-19,1996-09-20,Chairman Alan Greenspan,33,44,-0.1428571410018553,0.0367483296213808,0.0489977728285077,-0.0122494432071269,0.0002366669650655,0.000109135879029,0.9996541738510132,0.9010835886001588,1.0,0.0056934838900159,0.0066449177606864,0.0108497896051622,0.0088021626955817,0.0075478892424623,0.0117202479257418,0.0075404955054303,0.0069330618033122,0.0053841036543634,0.0063759361840712,5.2,5.3,3.0,9.0,1996.0,1,0,0,1,0,898,0,0.0010665392104491,-0.00263906677902,-0.0008006183204072,-0.0012226930696587,-0.0134648112718739,0.0017621231453393,-0.0035879206582154,0.0078757996376204,Neutral,Neutral,Neutral,Neutral,Bearish,Neutral,Neutral,Neutral
1996-09-08,1996-09-09,Governor Laurence H. Meyer,54,99,-0.294117645136486,0.0467532467532467,0.0857142857142857,-0.0389610389610389,0.0001897192560136,8.471743785776198e-05,0.9997255206108092,0.8921135663986206,0.074837854783949,0.2592838700831738,0.03278526981836,0.0111444290501589,0.0162457884547419,0.0119663267051341,0.010881265883031,0.0176257206353792,0.0696432407290979,0.0724334413140266,0.0277308857055952,5.2,5.3,6.0,9.0,1996.0,1,0,0,0,0,1155,0,-0.0011614673848989,0.0270953420039881,7.531004012489513e-05,0.0304627733000436,-0.0004910206617425,0.055418303099443,0.0019366382237229,0.0198432904246292,Neutral,Bullish,Neutral,Bullish,Neutral,Bullish,Neutral,Bullish
1996-06-18,1996-06-19,"Governor Edward W. Kelley, Jr.",44,42,0.0232558136830719,0.0357723577235772,0.0341463414634146,0.0016260162601626,0.0001419164182152,0.0001279535354115,0.9997301697731018,0.8500787615776062,1.0,0.0057445951369696,0.0067031880118726,0.0109293264257463,0.0088788669570257,0.0076071136827839,0.011818518589193,0.0076088788087407,0.0069960941630685,0.0054325633100328,0.0064338311585585,5.3,5.27,1.0,6.0,1996.0,1,0,0,0,0,1230,0,0.0019616486112639,0.0060814391923941,0.0002114230597554,0.0036709054854095,-0.0048972003827448,-0.0120259519170334,-0.0087557846717734,-0.0212846036538471,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Bearish,Bearish
1996-06-13,1996-06-14,Chairman Alan Greenspan,71,96,-0.1497005979059844,0.0495810055865921,0.0670391061452514,-0.0174581005586592,0.0002252293634228,9.47600492509082e-05,0.9996800422668456,0.598328173160553,0.2574246844656091,0.0187813963287156,0.0183454013002658,0.0389092000187309,0.0589492272484512,0.0227940483875204,0.3225771901929499,0.0211913137072025,0.0245345670533432,0.0160343516946953,0.0191204192945363,5.3,5.27,3.0,6.0,1996.0,1,0,0,1,0,1432,1,0.0005893652884156,0.0098734891410374,-0.0010362731346487,0.0014868984093001,-0.0039493230691974,-0.0126260413199931,-0.0032386897036516,-0.0277965401893434,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Bearish
1997-12-03,1997-12-04,Chairman Alan Greenspan,80,50,0.2307692289940828,0.0539447066756574,0.0337154416722859,0.0202292650033715,0.0002230793033959,0.0001339252776233,0.9996429681777954,0.8653578758239746,1.0,0.009854969907648,0.0135712427156973,0.0154750538577425,0.0109743172322392,0.0114780694712687,0.0091778481011297,0.0109555996110893,0.0116046588663981,0.0095205196359373,0.0098419506298505,4.7,5.5,2.0,12.0,1997.0,1,0,0,1,0,1483,0,0.0122853966291841,-0.0249931915270449,0.0109855130095644,-0.0186619808859789,0.0166324799604833,-0.048330107917131,0.0072428637418321,-0.02347610165116,Bullish,Bearish,Bullish,Bearish,Bullish,Bearish,Bullish,Bearish
1997-12-02,1997-12-03,Chairman Alan Greenspan,91,190,-0.352313166006003,0.0475941422594142,0.0993723849372384,-0.0517782426778242,0.0006992414710111,0.0007016871240921,0.998599112033844,0.6101371049880981,1.0,4.07933014953314e-308,4.646211311167871e-308,2.4408195098745563e-308,5.571991368643301e-308,2.9939871288969677e-308,3.292602100228524e-308,1.8622503954966938e-307,3.7578314339376736e-308,3.823041117226847e-308,1.0582289336133687e-307,4.7,5.5,1.0,12.0,1997.0,1,0,0,1,0,1912,1,0.0022659605717753,-0.0066235302928909,-0.0037573265681041,-0.0071460439656572,-0.0083457220025179,-0.0267610202429838,0.0025356863827626,-0.0023051566483663,Neutral,Neutral,Neutral,Neutral,Neutral,Bearish,Neutral,Neutral
1997-12-01,1997-12-02,Governor Laurence H. Meyer,35,49,-0.1666666646825397,0.0192943770672546,0.0270121278941565,-0.0077177508269018,0.0001562727848067,0.0001860318006947,0.9996577501296996,0.9067859649658204,1.0,0.0181308757279979,0.0209159624849114,0.2595620314753605,0.0273113970042305,0.0313145022008462,0.0268364914553871,0.0174289369026304,0.0226093121187483,0.0157039817779082,0.0160674244492995,4.7,5.5,0.0,12.0,1997.0,1,0,0,0,0,1814,0,0.0016461559876808,0.0038534932131535,0.0052383777517657,0.0042195338506489,0.0090773896372675,-0.0013306171787226,0.0030752555921195,0.0131335380398906,Neutral,Neutral,Neutral,Neutral,Bullish,Neutral,Neutral,Neutral
1997-11-07,1997-11-10,Chairman Alan Greenspan,75,64,0.0791366900781533,0.046068796068796,0.0393120393120393,0.0067567567567567,0.0630935356020927,0.0031915141735225,0.9337149262428284,0.8813796043395996,0.3059297525276438,1.2052465651006674e-307,8.618098771967e-308,2.185803274500246e-308,3.112399221491353e-308,2.4171996726924787e-308,2.164652565077101e-308,4.295142182512975e-308,7.481829343300187e-308,1.0,7.109703253018686e-308,4.6,5.52,4.0,11.0,1997.0,1,0,0,1,0,1628,0,0.0008076818019456,0.0192781420667874,0.0028769276866621,0.0272165787579662,-0.0005733397268375,0.0377246317233541,-0.0045245779704154,0.0005741846658349,Neutral,Bullish,Neutral,Bullish,Neutral,Bullish,Neutral,Neutral
1997-11-04,1997-11-05,Governor Susan M. Phillips,84,53,0.226277370611114,0.053639846743295,0.0338441890166028,0.0197956577266922,0.000268232775852,5.757208055001684e-05,0.9996742010116576,0.7983622550964355,0.5211893050096478,1.888811913991708e-308,1.82949903191263e-308,3.5128250496101996e-308,4.522956089989106e-308,2.439225954381179e-308,7.842519868413518e-308,2.1178949978279445e-308,2.254210321525751e-308,1.650094664311996e-308,1.938299988472456e-308,4.6,5.52,1.0,11.0,1997.0,1,0,0,0,0,1566,0,-0.001221940855422,-0.0378675986364483,-0.005017162819545,-0.0390343113960862,-0.0121785804691938,-0.0638062564705412,-0.0043394710652525,-0.0479359808797865,Neutral,Bearish,Neutral,Bearish,Bearish,Bearish,Neutral,Bearish
1997-10-31,1997-11-03,Governor Laurence H. Meyer,39,46,-0.0823529402076124,0.0333048676345004,0.0392826643894107,-0.0059777967549103,0.0001141575339715,0.0001001616037683,0.9997857213020324,0.8955100774765015,0.6433906678856719,0.0134690402956327,0.0159182507486816,0.5918702923282246,0.020200102864414,0.0261392795057531,0.0204631578875098,0.0134754365153162,0.0161755427580221,0.0119527816918553,0.0123245417369496,4.7,5.5,4.0,10.0,1997.0,1,0,0,0,0,1171,0,0.0019154846632386,-0.0158709223180176,0.0018850249200294,-0.0190204214499716,-0.0029503346965633,-0.0372887103778589,0.003015979271466,-0.0126536735244826,Neutral,Bearish,Neutral,Bearish,Neutral,Bearish,Neutral,Neutral
1997-10-30,1997-10-31,Governor Susan M. Phillips,83,77,0.037499999765625,0.0586158192090395,0.0543785310734463,0.0042372881355932,0.0005656323046423,0.0001542137033538,0.9992801547050476,0.7475181221961975,1.0,0.0159945686927191,0.0156598920694245,0.0337642599352965,0.0526377500625105,0.0189671793963673,0.4089371484373645,0.0181253792762627,0.0206516465602658,0.0136640710968611,0.0163335973979266,4.7,5.5,3.0,10.0,1997.0,1,0,0,0,0,1416,0,0.0312142811355975,0.0187043583403411,0.0266449402454457,0.0140933007339138,0.0305015356062755,0.0085325427252679,0.0178184024527888,0.0045238226720679,Bullish,Bullish,Bullish,Bullish,Bullish,Neutral,Bullish,Neutral
1997-10-15,1997-10-16,Governor Susan M. Phillips,19,45,-0.4062499936523439,0.0253671562082777,0.0600801068090787,-0.034712950600801,8.471973706036806e-05,0.0002179707225877,0.9996973276138306,0.8489376306533813,0.2237318461042625,4.26906576805761e-308,4.40726904512508e-308,4.623706045129545e-308,1.0,4.993819475310195e-308,6.732960581958129e-308,4.927696120655195e-308,5.01401736611132e-308,3.2985184745322126e-308,4.4212766071022715e-308,4.7,5.5,2.0,10.0,1997.0,1,0,0,0,0,749,0,-0.0115758988618333,-0.0114751538345199,-0.0116095544155652,-0.0047736169155652,-0.0220669919935563,-0.022494479032649,-0.0172149686196176,-0.0170619000963871,Bearish,Bearish,Bearish,Neutral,Bearish,Bearish,Bearish,Bearish
1997-10-14,1997-10-15,Governor Laurence H. Meyer,80,109,-0.153439152627306,0.032064128256513,0.043687374749499,-0.0116232464929859,0.0002788999991025,7.687581091886386e-05,0.9996441602706908,0.849483072757721,1.0,0.0371100712611397,0.0397417626289558,0.0120093345461343,0.021509248409635,0.0131729947985831,0.0140271421159175,0.0503451221671432,0.0279779467591845,0.0453483235199166,0.2864259688910873,4.7,5.5,1.0,10.0,1997.0,1,0,0,0,0,2495,0,-0.0147803546359208,-0.0029039342695147,-0.0108416218166245,0.0028683465344857,-0.0175949157347524,-0.0181936664630107,-0.0120585786619379,-0.0097030521008155,Bearish,Neutral,Bearish,Neutral,Bearish,Bearish,Bearish,Neutral
1997-10-14,1997-10-15,Governor Laurence H. Meyer,80,109,-0.153439152627306,0.032064128256513,0.043687374749499,-0.0116232464929859,0.0002788999991025,7.687581091886386e-05,0.9996441602706908,0.849483072757721,1.0,0.0371100712611397,0.0397417626289558,0.0120093345461343,0.021509248409635,0.0131729947985831,0.0140271421159175,0.0503451221671432,0.0279779467591845,0.0453483235199166,0.2864259688910873,4.7,5.5,1.0,10.0,1997.0,1,0,0,0,0,2495,0,-0.0147803546359208,-0.0029039342695147,-0.0108416218166245,0.0028683465344857,-0.0175949157347524,-0.0181936664630107,-0.0120585786619379,-0.0097030521008155,Bearish,Neutral,Bearish,Neutral,Bearish,Bearish,Bearish,Neutral
1997-10-14,1997-10-15,Governor Laurence H. Meyer,80,109,-0.153439152627306,0.032064128256513,0.043687374749499,-0.0116232464929859,0.0002788999991025,7.687581091886386e-05,0.9996441602706908,0.849483072757721,1.0,0.0371100712611397,0.0397417626289558,0.0120093345461343,0.021509248409635,0.0131729947985831,0.0140271421159175,0.0503451221671432,0.0279779467591845,0.0453483235199166,0.2864259688910873,4.7,5.5,1.0,10.0,1997.0,1,0,0,0,0,2495,0,-0.0147803546359208,-0.0029039342695147,-0.0108416218166245,0.0028683465344857,-0.0175949157347524,-0.0181936664630107,-0.0120585786619379,-0.0097030521008155,Bearish,Neutral,Bearish,Neutral,Bearish,Bearish,Bearish,Neutral
1997-10-14,1997-10-15,Chairman Alan Greenspan,82,50,0.2424242405876951,0.0544488711819389,0.0332005312084993,0.0212483399734395,0.0002541116264183,0.0001333433901891,0.9996126294136048,0.8603417873382568,1.0,0.0098610717059033,0.0136414895098354,0.0153936600903623,0.0109592779510505,0.0114791457914386,0.009120677125717,0.0109610736613819,0.0115948337279464,0.0095327100307622,0.0098512155688971,4.7,5.5,1.0,10.0,1997.0,1,0,0,1,0,1506,0,-0.0147803546359208,-0.0029039342695147,-0.0108416218166245,0.0028683465344857,-0.0175949157347524,-0.0181936664630107,-0.0120585786619379,-0.0097030521008155,Bearish,Neutral,Bearish,Neutral,Bearish,Bearish,Bearish,Neutral
1997-10-14,1997-10-15,Chairman Alan Greenspan,82,50,0.2424242405876951,0.0544488711819389,0.0332005312084993,0.0212483399734395,0.0002541116264183,0.0001333433901891,0.9996126294136048,0.8603417873382568,1.0,0.0098610717059033,0.0136414895098354,0.0153936600903623,0.0109592779510505,0.0114791457914386,0.009120677125717,0.0109610736613819,0.0115948337279464,0.0095327100307622,0.0098512155688971,4.7,5.5,1.0,10.0,1997.0,1,0,0,1,0,1506,0,-0.0147803546359208,-0.0029039342695147,-0.0108416218166245,0.0028683465344857,-0.0175949157347524,-0.0181936664630107,-0.0120585786619379,-0.0097030521008155,Bearish,Neutral,Bearish,Neutral,Bearish,Bearish,Bearish,Neutral
1997-10-14,1997-10-15,Chairman Alan Greenspan,82,50,0.2424242405876951,0.0544488711819389,0.0332005312084993,0.0212483399734395,0.0002541116264183,0.0001333433901891,0.9996126294136048,0.8603417873382568,1.0,0.0098610717059033,0.0136414895098354,0.0153936600903623,0.0109592779510505,0.0114791457914386,0.009120677125717,0.0109610736613819,0.0115948337279464,0.0095327100307622,0.0098512155688971,4.7,5.5,1.0,10.0,1997.0,1,0,0,1,0,1506,0,-0.0147803546359208,-0.0029039342695147,-0.0108416218166245,0.0028683465344857,-0.0175949157347524,-0.0181936664630107,-0.0120585786619379,-0.0097030521008155,Bearish,Neutral,Bearish,Neutral,Bearish,Bearish,Bearish,Neutral
1997-10-14,1997-10-15,Chairman Alan Greenspan,75,71,0.0273972600863201,0.0566037735849056,0.0535849056603773,0.0030188679245283,0.0009838928235694,0.0001407603122061,0.9988753199577332,0.7380421161651611,0.1052401299433064,0.0144046534514741,0.0181584046199301,0.009033816845026,0.0184699371503699,0.010324002933853,0.011688099855024,0.4070795787938501,0.013820483179105,0.0145191097638867,0.0399834358996958,4.7,5.5,1.0,10.0,1997.0,1,0,0,1,0,1325,0,-0.0147803546359208,-0.0029039342695147,-0.0108416218166245,0.0028683465344857,-0.0175949157347524,-0.0181936664630107,-0.0120585786619379,-0.0097030521008155,Bearish,Neutral,Bearish,Neutral,Bearish,Bearish,Bearish,Neutral
1997-10-14,1997-10-15,Chairman Alan Greenspan,75,71,0.0273972600863201,0.0566037735849056,0.0535849056603773,0.0030188679245283,0.0009838928235694,0.0001407603122061,0.9988753199577332,0.7380421161651611,0.1052401299433064,0.0144046534514741,0.0181584046199301,0.009033816845026,0.0184699371503699,0.010324002933853,0.011688099855024,0.4070795787938501,0.013820483179105,0.0145191097638867,0.0399834358996958,4.7,5.5,1.0,10.0,1997.0,1,0,0,1,0,1325,0,-0.0147803546359208,-0.0029039342695147,-0.0108416218166245,0.0028683465344857,-0.0175949157347524,-0.0181936664630107,-0.0120585786619379,-0.0097030521008155,Bearish,Neutral,Bearish,Neutral,Bearish,Bearish,Bearish,Neutral
1997-10-14,1997-10-15,Chairman Alan Greenspan,75,71,0.0273972600863201,0.0566037735849056,0.0535849056603773,0.0030188679245283,0.0009838928235694,0.0001407603122061,0.9988753199577332,0.7380421161651611,0.1052401299433064,0.0144046534514741,0.0181584046199301,0.009033816845026,0.0184699371503699,0.010324002933853,0.011688099855024,0.4070795787938501,0.013820483179105,0.0145191097638867,0.0399834358996958,4.7,5.5,1.0,10.0,1997.0,1,0,0,1,0,1325,0,-0.0147803546359208,-0.0029039342695147,-0.0108416218166245,0.0028683465344857,-0.0175949157347524,-0.0181936664630107,-0.0120585786619379,-0.0097030521008155,Bearish,Neutral,Bearish,Neutral,Bearish,Bearish,Bearish,Neutral
1997-10-11,1997-10-13,Chairman Alan Greenspan,51,69,-0.14999999875,0.0391104294478527,0.0529141104294478,-0.013803680981595,0.0003078676236327,0.0002569760836195,0.9994351267814636,0.9064364433288574,0.0128726428068999,0.0080218239317749,0.0094825257779987,0.0358907736962253,0.0139238479651127,0.0148612742254787,0.0168979662100404,0.0091767268196564,0.0100618291809421,0.0071675638794185,0.0080241055780372,4.7,5.5,5.0,10.0,1997.0,1,0,0,1,0,1304,0,0.0029855068992211,-0.0186814362032694,0.0022518890258394,-0.0129015499941684,-0.0079351912464898,-0.0457964903928281,-0.0026654419663184,-0.0244190485161999,Neutral,Bearish,Neutral,Bearish,Neutral,Bearish,Neutral,Bearish
